fecha_corte,vigencia,tc,BANCO BISA N,BANCO BISA Monto,BANCO DE CRÉDITO N,BANCO DE CRÉDITO Monto,BANCO DE LA NACIÓN ARGENTINA N,BANCO DE LA NACIÓN ARGENTINA Monto,BANCO ECONÓMICO N,BANCO ECONÓMICO Monto,BANCO FIE N,BANCO FIE Monto,BANCO FORTALEZA N,BANCO FORTALEZA Monto,BANCO GANADERO N,BANCO GANADERO Monto,BANCO MERCANTIL SANTA CRUZ N,BANCO MERCANTIL SANTA CRUZ Monto,BANCO NACIONAL DE BOLIVIA N,BANCO NACIONAL DE BOLIVIA Monto,BANCO PRODEM N,BANCO PRODEM Monto,BANCO PYME DE LA COMUNIDAD N,BANCO PYME DE LA COMUNIDAD Monto,BANCO PYME ECOFUTURO N,BANCO PYME ECOFUTURO Monto,BANCO SOLIDARIO N,BANCO SOLIDARIO Monto,BANCO UNION N,BANCO UNION Monto,TOTAL BANCOS N,TOTAL BANCOS Monto
2026-06-26,2026-06-29,7.0000,,,,,,,,,,,,,5,5743,,,,,,,,,,,,,,,5,5743
2026-06-26,2026-06-29,7.0100,,,,,,,,,,,,,1,197,,,,,,,,,,,,,,,1,197
2026-06-26,2026-06-29,7.2000,,,,,,,4,10107,,,,,,,2,2901,,,,,,,,,,,,,6,13008
2026-06-26,2026-06-29,7.5000,,,,,,,,,,,,,,,7,13240,,,,,,,,,2,5300,,,9,18540
2026-06-26,2026-06-29,8.0000,,,,,,,,,,,,,1,5000,1,2000,,,,,,,,,,,,,2,7000
2026-06-26,2026-06-29,8.2000,,,,,,,,,,,,,,,,,1,469,,,,,,,,,,,1,469
2026-06-26,2026-06-29,8.4000,,,,,,,,,,,,,,,3,1000,,,,,,,,,,,,,3,1000
2026-06-26,2026-06-29,8.5000,12,22524,,,,,,,,,,,,,,,,,,,,,,,,,,,12,22524
2026-06-26,2026-06-29,8.7000,,,,,,,,,,,,,,,1,4834,,,,,,,,,,,,,1,4834
2026-06-26,2026-06-29,8.8500,,,,,,,,,,,,,,,2,478750,,,,,,,,,,,,,2,478750
2026-06-26,2026-06-29,9.0000,37,82783,,,,,,,,,,,,,,,,,,,,,,,,,,,37,82783
2026-06-26,2026-06-29,9.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,2,650,2,650
2026-06-26,2026-06-29,9.1000,,,2,2379,,,,,,,,,,,,,,,,,,,,,,,,,2,2379
2026-06-26,2026-06-29,9.1500,1,14965,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14965
2026-06-26,2026-06-29,9.2000,1,249965,,,,,,,,,,,,,,,,,,,,,,,,,,,1,249965
2026-06-26,2026-06-29,9.3200,,,,,,,,,,,,,1,107,,,,,,,,,,,,,,,1,107
2026-06-26,2026-06-29,9.5000,5,43654,13,19102,,,,,,,,,1,5005,,,,,,,,,,,,,,,19,67762
2026-06-26,2026-06-29,9.6000,3,220425,,,,,,,,,,,63,32733,,,,,,,,,,,,,,,66,253157
2026-06-26,2026-06-29,9.6300,,,,,,,,,,,,,1,30465,,,,,,,,,,,,,,,1,30465
2026-06-26,2026-06-29,9.6500,1,5507,,,,,,,,,,,,,2,93295,,,,,,,,,,,,,3,98802
2026-06-26,2026-06-29,9.7000,7,14864,,,1,7425,,,,,,,71,214200,,,,,,,,,,,,,,,79,236489
2026-06-26,2026-06-29,9.7150,1,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60000
2026-06-26,2026-06-29,9.7300,,,,,,,1,2000000,,,,,2,752803,,,,,,,,,,,,,,,3,2752803
2026-06-26,2026-06-29,9.7400,,,,,,,,,,,,,,,1,54792,,,,,,,,,2,100000,,,3,154792
2026-06-26,2026-06-29,9.7500,8,146317,,,,,,,,,,,,,,,1,1440000,,,,,,,,,,,9,1586317
2026-06-26,2026-06-29,9.7600,1,1054,,,,,1,40000,,,,,,,,,,,,,,,,,,,,,2,41054
2026-06-26,2026-06-29,9.7800,3,591315,,,,,,,,,,,,,,,,,,,,,,,,,,,3,591315
2026-06-26,2026-06-29,9.8000,3,3717,,,,,4,1144025,,,,,,,2,999857,,,,,,,,,,,,,9,2147599
2026-06-26,2026-06-29,9.8100,1,500000,,,,,1,2000000,,,,,,,1,1500000,,,,,,,,,,,,,3,4000000
2026-06-26,2026-06-29,9.8120,1,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2000000
2026-06-26,2026-06-29,9.8200,,,,,,,,,,,1,400000,1,2000000,,,,,,,,,,,,,,,2,2400000
2026-06-29,2026-06-30,8.0000,,,,,,,,,,,,,,,,,1,34975,,,,,,,,,,,1,34975
2026-06-29,2026-06-30,8.3000,,,,,,,,,,,,,,,,,1,49204,,,,,,,,,,,1,49204
2026-06-29,2026-06-30,8.5000,,,,,,,,,,,,,,,,,2,92667,,,,,,,,,,,2,92667
2026-06-29,2026-06-30,9.1000,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,1,30000
2026-06-29,2026-06-30,9.2300,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,2
2026-06-29,2026-06-30,9.2400,,,,,,,,,,,,,,,,,,,,,,,,,20,5589,,,20,5589
2026-06-29,2026-06-30,9.6300,,,11,88037,23,8870,,,,,,,253,438730,,,,,21,10687,,,,,,,,,308,546324
2026-06-29,2026-06-30,9.6600,,,,,,,,,,,,,,,,,,,,,,,,,1,11538,,,1,11538
2026-06-29,2026-06-30,9.6700,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0
2026-06-29,2026-06-30,9.6800,,,,,,,,,,,,,,,232,445169,,,,,,,,,,,,,232,445169
2026-06-29,2026-06-30,9.6900,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1
2026-06-29,2026-06-30,9.7000,2,410,,,,,,,,,,,73,300885,,,1,21410,,,,,,,2,115,,,78,322820
2026-06-29,2026-06-30,9.7200,1,507000,,,,,,,,,,,16,13752,1,49000,,,,,,,,,1,19095,,,19,588847
2026-06-29,2026-06-30,9.7250,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1
2026-06-29,2026-06-30,9.7300,1,1500000,,,,,46,86920,21,105419,9,123435,483,966621,,,286,193334,,,7,7542,1,730,,,116,676658,970,3660659
2026-06-29,2026-06-30,9.7310,1,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,700000
2026-06-29,2026-06-30,9.7320,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,2,5
2026-06-29,2026-06-30,9.7410,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,1,0
2026-06-29,2026-06-30,9.7500,,,,,,,,,,,,,,,,,,,,,,,,,3,209935,,,3,209935
2026-06-29,2026-06-30,9.7800,,,,,,,,,,,,,,,2,3885,,,,,,,,,,,,,2,3885
2026-06-29,2026-06-30,9.7900,,,,,,,,,,,,,,,,,1,1000000,,,,,,,,,,,1,1000000
2026-06-29,2026-06-30,9.8000,,,,,,,1,330174,,,,,,,,,,,,,,,,,,,,,1,330174
2026-06-29,2026-06-30,9.8050,,,,,,,,,,,,,,,1,7655708,,,,,,,,,,,,,1,7655708
2026-06-29,2026-06-30,9.8100,,,,,,,,,,,,,,,1,1678212,,,,,,,,,,,,,1,1678212
2026-06-29,2026-06-30,9.8200,,,,,,,,,,,,,1,1382,,,,,,,,,,,,,,,1,1382
2026-06-29,2026-06-30,9.9000,,,1,700,,,,,,,,,,,,,,,,,,,,,,,,,1,700
2026-06-29,2026-06-30,9.9100,,,,,,,4,1010,,,,,,,,,,,,,,,,,,,,,4,1010
2026-06-29,2026-06-30,9.9900,,,1,9000,,,,,,,,,,,,,,,,,,,,,,,,,1,9000
2026-06-29,2026-06-30,10.0700,,,1,1664,,,,,,,,,,,,,,,,,,,,,,,,,1,1664
2026-06-29,2026-06-30,10.1100,,,1,296,,,,,,,,,,,,,,,,,,,,,,,,,1,296
2026-06-30,2026-07-01,8.3000,,,,,,,,,,,,,,,,,1,961,,,,,,,,,,,1,961
2026-06-30,2026-07-01,9.0000,,,,,,,,,,,,,,,,,1,126000,,,,,,,,,,,1,126000
2026-06-30,2026-07-01,9.2700,,,,,,,,,,,,,,,,,,,,,,,,,24,3584,,,24,3584
2026-06-30,2026-07-01,9.5500,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1
2026-06-30,2026-07-01,9.5600,,,,,,,,,,,,,,,168,257401,,,9,3759,,,,,,,,,177,261160
2026-06-30,2026-07-01,9.6300,,,,,,,,,,,,,6,62823,,,,,,,,,,,,,,,6,62823
2026-06-30,2026-07-01,9.6600,43,87397,17,37197,26,6332,31,9356,12,11564,,,163,161961,,,,,,,,,,,,,,,292,313806
2026-06-30,2026-07-01,9.7000,1,100000,,,,,,,,,,,278,304112,,,,,,,,,,,2,24275,,,281,428387
2026-06-30,2026-07-01,9.7100,,,,,,,,,,,1,167387,,,,,,,,,,,,,,,,,1,167387
2026-06-30,2026-07-01,9.7200,,,,,,,1,105560,,,,,,,,,,,,,,,,,3,144498,,,4,250058
2026-06-30,2026-07-01,9.7300,1,200000,,,,,,,,,1,2445,114,1250413,,,,,,,,,,,1,112990,,,117,1565848
2026-06-30,2026-07-01,9.7301,,,,,,,,,,,,,1,600000,,,,,,,,,,,,,,,1,600000
2026-06-30,2026-07-01,9.7500,9,129806,,,,,,,,,,,,,,,,,,,,,,,1,22763,,,10,152569
2026-06-30,2026-07-01,9.7600,,,1,10000,,,,,,,1,1,68,14269,,,184,256505,,,3,244,6,602,,,100,96187,363,377808
2026-06-30,2026-07-01,9.7610,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1
2026-06-30,2026-07-01,9.7800,,,2,1977718,,,,,,,,,,,,,,,,,,,,,,,,,2,1977718
2026-06-30,2026-07-01,9.7850,,,,,,,,,,,,,,,,,1,109456,,,,,,,,,,,1,109456
2026-06-30,2026-07-01,9.8000,4,2342,,,,,,,,,,,,,,,1,0,,,,,,,1,1599905,,,6,1602247
2026-06-30,2026-07-01,9.8100,,,,,,,,,,,,,1,399975,,,,,,,,,,,,,,,1,399975
2026-06-30,2026-07-01,9.8200,,,,,,,,,,,,,,,1,900000,,,,,,,,,,,,,1,900000
2026-06-30,2026-07-01,9.8300,1,1001797,,,,,,,,,,,5,9,,,,,,,,,,,,,,,6,1001806
2026-06-30,2026-07-01,9.8400,,,,,,,2,26,,,,,,,,,,,,,,,,,,,,,2,26
2026-06-30,2026-07-01,9.8600,,,,,,,,,,,,,,,3,83334,,,,,,,,,,,,,3,83334
2026-06-30,2026-07-01,10.2100,,,,,,,,,,,,,,,3,9354,,,,,,,,,,,,,3,9354
2026-06-30,2026-07-01,11.7600,,,,,,,,,,,,,,,1,850,,,,,,,,,,,,,1,850
2026-07-01,2026-07-02,9.2700,,,,,,,,,,,,,,,,,,,,,,,,,17,26102,,,17,26102
2026-07-01,2026-07-02,9.3600,,,,,,,,,,,,,,,,,,,13,5846,,,3,3620,,,,,16,9466
2026-07-01,2026-07-02,9.5600,,,,,,,,,,,,,,,360,406827,,,,,,,,,,,,,360,406827
2026-07-01,2026-07-02,9.6300,,,,,,,,,,,,,1,65822,,,,,,,,,,,,,,,1,65822
2026-07-01,2026-07-02,9.6599,,,1,43,,,,,,,,,,,,,,,,,,,,,,,,,1,43
2026-07-01,2026-07-02,9.6600,33,139166,31,72182,26,16886,29,37026,15,8284,,,164,124592,,,,,,,,,,,,,,,298,398137
2026-07-01,2026-07-02,9.6800,1,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50000
2026-07-01,2026-07-02,9.7000,3,404965,2,220502,,,,,,,,,356,357648,,,,,,,,,,,2,3345,,,363,986460
2026-07-01,2026-07-02,9.7100,1,2781,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2781
2026-07-01,2026-07-02,9.7300,1,50000,,,,,,,,,1,29975,38,1105936,,,,,,,,,,,,,,,40,1185911
2026-07-01,2026-07-02,9.7500,10,129840,,,,,,,,,,,,,,,24,1684458,,,,,,,2,1854436,,,36,3668734
2026-07-01,2026-07-02,9.7550,1,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91000
2026-07-01,2026-07-02,9.7570,,,,,,,,,,,,,,,,,17,1,,,,,,,,,,,17,1
2026-07-01,2026-07-02,9.7600,3,196804,1,1000,,,,,,,3,66896,23,1539,,,1949,1296200,,,3,216,,,1,249835,73,119022,2056,1931511
2026-07-01,2026-07-02,9.7650,1,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70000
2026-07-01,2026-07-02,9.7700,1,1484555,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1484555
2026-07-01,2026-07-02,9.7800,4,534140,,,,,1,174440,,,,,2,446478,,,,,,,,,,,,,,,7,1155058
2026-07-01,2026-07-02,9.7950,1,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10000000
2026-07-01,2026-07-02,9.8000,10,1823250,1,699930,,,,,,,,,1,612982,,,18,0,,,,,,,1,499955,,,31,3636117
2026-07-01,2026-07-02,9.8050,,,,,,,,,,,,,1,499980,,,,,,,,,,,,,,,1,499980
2026-07-01,2026-07-02,9.8100,,,,,,,,,,,,,1,2000000,,,,,,,,,,,,,,,1,2000000
2026-07-01,2026-07-02,9.8500,,,,,,,,,,,,,1,700000,,,,,,,,,,,,,,,1,700000
2026-07-01,2026-07-02,9.8600,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,4,7
2026-07-01,2026-07-02,9.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1504313,1,1504313
2026-07-02,2026-07-03,9.2900,,,,,,,,,,,,,,,,,,,,,,,,,27,19191,,,27,19191
2026-07-02,2026-07-03,9.3800,,,,,,,,,,,,,,,,,,,,,,,2,2640,,,,,2,2640
2026-07-02,2026-07-03,9.4800,,,,,,,,,,,,,,,,,,,8,4502,,,,,,,,,8,4502
2026-07-02,2026-07-03,9.5600,,,,,,,,,,,,,,,1,190740,,,,,,,,,,,,,1,190740
2026-07-02,2026-07-03,9.5800,,,,,,,,,,,,,152,190091,187,171363,,,,,,,,,,,,,339,361454
2026-07-02,2026-07-03,9.6000,,,,,,,,,,,,,121,29727,,,,,,,,,,,,,,,121,29727
2026-07-02,2026-07-03,9.6300,,,,,,,,,,,,,3,31045,,,,,,,,,,,,,,,3,31045
2026-07-02,2026-07-03,9.6600,3,1973,,,,,,,,,,,2,8,,,,,,,,,,,,,,,5,1981
2026-07-02,2026-07-03,9.6800,28,130934,33,24304,15,2149,33,280180,12,40169,,,,,,,,,,,,,,,,,,,121,477737
2026-07-02,2026-07-03,9.7000,,,,,,,,,,,,,176,280051,1,6940,,,,,,,,,1,19780,,,178,306771
2026-07-02,2026-07-03,9.7300,,,,,,,,,,,,,63,1338543,,,,,,,,,,,,,,,63,1338543
2026-07-02,2026-07-03,9.7500,4,6471,,,,,,,,,,,,,,,1,0,,,,,,,1,12651,,,6,19122
2026-07-02,2026-07-03,9.7600,3,178860,,,,,,,,,,,,,,,,,,,,,,,,,,,3,178860
2026-07-02,2026-07-03,9.7700,,,,,,,,,,,,,,,,,2,44000,,,,,,,1,5576,,,3,49576
2026-07-02,2026-07-03,9.7760,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1
2026-07-02,2026-07-03,9.7800,5,383854,1,112383,9,25562,,,,,2,16,18,101353,1,114000,1062,1523349,,,3,2262,,,3,23434,75,209115,1179,2495327
2026-07-02,2026-07-03,9.7810,,,,,,,,,,,,,1,382982,,,,,,,,,,,,,,,1,382982
2026-07-02,2026-07-03,9.7850,2,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,2,430000
2026-07-02,2026-07-03,9.7900,,,,,,,1,500000,,,,,1,447982,,,1,999960,,,,,,,1,133518,,,4,2081460
2026-07-02,2026-07-03,9.8000,3,100039,,,,,1,700000,,,,,,,,,,,,,,,,,2,89818,,,6,889857
2026-07-02,2026-07-03,9.8050,1,1020800,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1020800
2026-07-02,2026-07-03,9.8100,1,49970,,,,,1,139983,,,,,,,1,187600,,,,,,,,,1,127405,,,4,504958
2026-07-02,2026-07-03,9.8150,1,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3000000
2026-07-02,2026-07-03,9.8200,1,1000000,,,,,,,,,,,2,300000,,,,,,,,,,,,,,,3,1300000
2026-07-02,2026-07-03,9.8299,,,,,,,,,,,,,1,344,,,,,,,,,,,,,,,1,344
2026-07-02,2026-07-03,9.8300,,,,,,,,,,,,,1,800000,1,249907,,,,,,,,,,,,,2,1049907
2026-07-02,2026-07-03,9.8350,,,,,,,,,,,,,1,699982,,,,,,,,,,,,,,,1,699982
2026-07-02,2026-07-03,9.8400,2,2149500,,,,,,,,,,,1,959982,,,,,,,,,,,,,,,3,3109482
2026-07-02,2026-07-03,9.8500,,,1,699940,,,,,,,,,1,1400,1,17983,,,,,,,,,,,,,3,719323
2026-07-02,2026-07-03,9.8600,,,,,,,,,,,,,7,1874,,,,,,,,,,,,,,,7,1874
2026-07-02,2026-07-03,9.9000,,,1,402892,,,,,,,,,,,,,,,,,,,,,,,,,1,402892
2026-07-02,2026-07-03,10.0000,,,,,,,,,,,,,,,,,34,0,,,,,,,,,,,34,0
2026-07-03,2026-07-06,9.2900,,,,,,,,,,,,,,,,,,,,,,,,,1,29001,,,1,29001
2026-07-03,2026-07-06,9.3100,,,,,,,,,,,,,,,,,,,,,,,,,16,1974,,,16,1974
2026-07-03,2026-07-06,9.4000,,,,,,,,,,,,,,,,,,,,,,,5,3815,,,,,5,3815
2026-07-03,2026-07-06,9.5800,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,1,2
2026-07-03,2026-07-06,9.5900,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,2,9
2026-07-03,2026-07-06,9.6000,,,,,,,,,,,,,191,105083,136,757251,,,,,,,,,,,,,327,862334
2026-07-03,2026-07-06,9.6200,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,2,4
2026-07-03,2026-07-06,9.6300,,,,,,,,,,,,,2,45083,,,,,,,,,,,,,,,2,45083
2026-07-03,2026-07-06,9.7000,38,136637,6,8585,10,11336,31,159927,8,761,,,294,323549,,,,,7,18491,,,,,,,,,394,659286
2026-07-03,2026-07-06,9.7200,3,35460,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35460
2026-07-03,2026-07-06,9.7300,,,,,,,,,,,,,33,1391657,,,,,,,,,,,,,,,33,1391657
2026-07-03,2026-07-06,9.7500,1,402,,,,,,,,,,,,,,,,,,,,,,,,,,,1,402
2026-07-03,2026-07-06,9.7600,1,56455,,,,,,,,,,,,,1,92572,,,,,,,,,,,,,2,149027
2026-07-03,2026-07-06,9.7800,1,386417,,,,,,,,,1,28000,,,,,,,,,,,,,,,,,2,414417
2026-07-03,2026-07-06,9.7900,,,,,,,,,,,,,1,450000,,,3,10085,,,,,,,,,,,4,460085
2026-07-03,2026-07-06,9.8000,3,95005,6,223547,,,1,53397,,,1,200000,39,2304,3,29594,1071,1855909,,,3,64,,,3,74276,83,318733,1213,2852828
2026-07-03,2026-07-06,9.8100,,,4,14676,,,,,,,1,905622,1,1374111,,,1,300000,,,,,,,,,,,7,2594409
2026-07-03,2026-07-06,9.8200,1,129115,4,14640,,,,,,,,,,,1,1051501,,,,,,,,,,,,,6,1195256
2026-07-03,2026-07-06,9.8300,1,177123,,,,,,,,,,,,,1,187022,,,,,,,,,,,,,2,364145
2026-07-03,2026-07-06,9.8400,,,,,,,1,300000,,,,,1,400000,,,,,,,,,,,,,,,2,700000
2026-07-03,2026-07-06,9.8500,1,633862,,,,,,,,,,,3,4354619,,,,,,,,,,,,,,,4,4988480
2026-07-03,2026-07-06,9.8700,,,,,,,2,186474,,,,,,,,,,,,,,,,,,,,,2,186474
2026-07-03,2026-07-06,9.8800,,,,,,,,,,,,,3,17,,,,,,,,,,,1,97200,,,4,97217
2026-07-03,2026-07-06,9.8850,,,,,,,,,,,,,,,,,,,,,,,,,1,599962,,,1,599962
2026-07-03,2026-07-06,9.9000,,,4,1204340,,,2,306318,,,,,,,,,,,,,,,,,,,,,6,1510658
2026-07-03,2026-07-06,9.9500,1,500000,,,,,1,748804,,,,,,,,,,,,,,,,,,,,,2,1248804
2026-07-03,2026-07-06,9.9600,,,,,,,,,,,,,,,1,199845,,,,,,,,,,,,,1,199845
2026-07-03,2026-07-06,9.9650,,,,,,,,,,,,,,,1,1500000,,,,,,,,,,,,,1,1500000
2026-07-03,2026-07-06,10.0000,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0
2026-07-03,2026-07-06,10.2500,,,,,,,,,,,,,,,1,59,,,,,,,,,,,,,1,59
2026-07-06,2026-07-07,9.3400,,,,,,,,,,,,,,,,,,,,,,,,,21,1608,,,21,1608
2026-07-06,2026-07-07,9.4300,,,,,,,22,21372,,,,,,,,,,,,,,,3,47414,,,,,25,68786
2026-07-06,2026-07-07,9.6000,,,,,,,,,,,,,1,42440,1,6,,,,,,,,,,,,,2,42446
2026-07-06,2026-07-07,9.6300,,,,,,,,,,,,,199,129283,201,260082,,,,,,,,,,,,,400,389365
2026-07-06,2026-07-07,9.7000,3,2704,3,2500,,,,,,,,,227,393939,,,1,2000,,,,,,,,,,,234,401143
2026-07-06,2026-07-07,9.7300,39,105731,7,35701,29,5134,,,17,15603,2,2674,12,1124923,,,9,36096,9,4406,,,,,,,,,124,1330268
2026-07-06,2026-07-07,9.7400,1,25962,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25962
2026-07-06,2026-07-07,9.7500,,,,,,,,,,,1,8880,,,,,,,,,,,,,,,,,1,8880
2026-07-06,2026-07-07,9.7800,1,144935,,,,,,,,,,,,,1,21455,,,,,,,,,,,,,2,166390
2026-07-06,2026-07-07,9.8000,1,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22000
2026-07-06,2026-07-07,9.8299,,,,,,,,,,,,,1,69,,,,,,,,,,,,,,,1,69
2026-07-06,2026-07-07,9.8300,2,18700,,,1,12475,,,,,6,1745,117,4441,3,49488,161,115500,,,4,7049,,,,,64,180125,358,389523
2026-07-06,2026-07-07,9.8302,,,,,,,,,,,,,1,16,,,,,,,,,,,,,,,1,16
2026-07-06,2026-07-07,9.8400,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1
2026-07-06,2026-07-07,9.8500,2,821090,,,,,,,,,,,,,,,,,,,,,,,2,45445,,,4,866535
2026-07-06,2026-07-07,9.8620,,,,,,,,,,,,,,,,,,,,,,,,,2,500000,,,2,500000
2026-07-06,2026-07-07,9.8700,,,,,,,1,181531,,,,,,,,,,,,,,,,,,,,,1,181531
2026-07-06,2026-07-07,9.8800,1,292281,,,,,,,,,,,,,,,,,,,,,,,,,,,1,292281
2026-07-06,2026-07-07,9.8900,1,199965,,,,,,,,,,,,,,,,,,,,,,,,,,,1,199965
2026-07-06,2026-07-07,9.9000,3,1313120,,,,,4,695604,,,,,1,985,2,109876,,,,,,,,,2,10243,,,12,2129827
2026-07-06,2026-07-07,9.9200,,,,,,,1,300000,,,,,,,,,,,,,,,,,,,,,1,300000
2026-07-06,2026-07-07,9.9296,,,,,,,,,,,,,1,71,,,,,,,,,,,,,,,1,71
2026-07-06,2026-07-07,9.9300,,,1,849700,,,,,,,,,2,5,,,,,,,,,,,,,,,3,849705
2026-07-06,2026-07-07,9.9500,1,700000,1,505643,,,,,,,,,,,,,,,,,,,,,3,311275,,,5,1516918
2026-07-06,2026-07-07,9.9700,,,,,,,,,,,,,,,,,,,,,,,,,4,93599,,,4,93599
2026-07-06,2026-07-07,10.0000,,,,,,,,,,,,,,,2,1100040,,,,,,,,,,,,,2,1100040
2026-07-06,2026-07-07,10.0850,,,,,,,,,,,,,,,1,600000,,,,,,,,,,,,,1,600000
2026-07-06,2026-07-07,10.1500,,,,,,,,,,,,,,,1,399915,,,,,,,,,,,,,1,399915
2026-07-07,2026-07-08,9.4000,,,,,,,,,,,,,,,,,,,,,,,,,11,20294,,,11,20294
2026-07-07,2026-07-08,9.4900,,,,,,,25,33885,,,,,,,,,,,,,,,3,107,,,,,28,33992
2026-07-07,2026-07-08,9.6000,,,,,,,,,,,,,1,43754,,,,,,,,,,,,,,,1,43754
2026-07-07,2026-07-08,9.6300,,,,,,,,,,,,,5,43290,,,,,,,,,,,,,,,5,43290
2026-07-07,2026-07-08,9.6800,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0
2026-07-07,2026-07-08,9.6900,,,,,,,,,,,,,137,44202,138,39464,,,,,,,,,,,,,275,83666
2026-07-07,2026-07-08,9.6934,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,1,4
2026-07-07,2026-07-08,9.7000,,,,,,,,,,,,,248,296354,,,,,,,,,,,,,,,248,296354
2026-07-07,2026-07-08,9.7300,2,4771,,,,,,,,,,,76,1173281,,,1,20,1,1,,,,,,,,,80,1178073
2026-07-07,2026-07-08,9.7500,2,1524,,,,,,,,,,,,,,,2,1750,,,,,,,,,,,4,3274
2026-07-07,2026-07-08,9.7900,37,56928,15,28166,10,23805,1,3915,25,14763,,,,,,,2,10616,8,13866,,,,,,,,,98,152059
2026-07-07,2026-07-08,9.8000,3,24851,,,,,,,,,,,,,,,1,939,,,,,,,,,,,4,25790
2026-07-07,2026-07-08,9.8500,,,1,148543,,,,,,,,,,,,,,,,,,,,,,,,,1,148543
2026-07-07,2026-07-08,9.8700,1,62538,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62538
2026-07-07,2026-07-08,9.8800,,,,,,,,,,,,,,,,,1,14947,,,,,,,,,,,1,14947
2026-07-07,2026-07-08,9.8900,10,305472,,,1,9659,,,,,2,200,59,250063,1,292,148,421862,,,1,2000,,,,,79,159336,301,1148883
2026-07-07,2026-07-08,9.8990,,,1,58615,,,,,,,,,,,,,,,,,,,,,,,,,1,58615
2026-07-07,2026-07-08,9.9000,,,1,303030,,,,,,,,,,,,,1,2999975,,,,,,,,,,,2,3303005
2026-07-07,2026-07-08,9.9001,,,,,,,,,,,,,1,391,,,,,,,,,,,,,,,1,391
2026-07-07,2026-07-08,9.9296,,,,,,,,,,,,,1,68,,,,,,,,,,,,,,,1,68
2026-07-07,2026-07-08,9.9300,,,,,,,,,,,,,5,301552,,,1,99975,,,,,,,,,,,6,401527
2026-07-07,2026-07-08,9.9400,1,493713,,,,,,,,,,,1,299982,,,1,1108125,,,,,,,,,,,3,1901820
2026-07-07,2026-07-08,9.9500,4,1672238,1,180000,,,1,299120,,,,,,,,,,,,,,,,,2,109900,,,8,2261258
2026-07-07,2026-07-08,9.9620,,,,,,,,,,,,,,,,,,,,,,,,,1,499905,,,1,499905
2026-07-07,2026-07-08,9.9700,,,1,99945,,,,,,,,,,,,,,,,,,,,,1,6116,,,2,106061
2026-07-07,2026-07-08,9.9800,1,1020000,,,,,1,500000,,,,,2,494208,,,,,,,,,,,3,1579970,,,7,3594179
2026-07-07,2026-07-08,10.0000,2,649900,,,,,,,,,,,3,1646671,,,,,,,,,,,1,199983,,,6,2496553
2026-07-07,2026-07-08,10.0200,1,999960,,,,,,,,,,,,,1,1001429,,,,,,,,,,,,,2,2001389
2026-07-07,2026-07-08,10.0500,1,500000,,,,,1,500000,,,,,,,,,,,,,,,,,1,97105,,,3,1097105
2026-07-07,2026-07-08,10.0600,,,,,,,,,,,,,1,431808,,,,,,,,,,,,,,,1,431808
2026-07-07,2026-07-08,10.1100,,,,,,,,,,,,,3,600000,,,,,,,,,,,,,,,3,600000
2026-07-07,2026-07-08,10.1300,,,,,,,,,,,,,,,,,1,1199975,,,,,,,,,,,1,1199975
2026-07-07,2026-07-08,10.1600,,,,,,,,,,,,,1,649975,,,,,,,,,,,,,,,1,649975
2026-07-08,2026-07-09,9.2700,,,,,,,,,,,,,,,,,,,,,,,,,1,150000,,,1,150000
